UserId,ItemId
4090,2514 3078 865 551 821 1030 1619 2306 2783 3110 3215 3248 1704 1949 2108 697 2379 767 273 2403 3178 1575 1465 968 1336 2013 2940 1023 412 3102 446 2086 1455 1868 84 1648 1059 3032 1397 2382 1860 1386 461 2039 1072 3101 2537 496 427 333 2125 226 976 828 2222 753 2278 1326
4091,84 1200 306 1577 2464 570 3178 2403 3032 77 1336 1348 2039 1417 240 1605 2619 2995 1662 227 3145 3187 964 2529 3226 2462 2144 255 273 1405 2030 2602 2754 2022 596 2664 3037 1673 1116 862 86 517 1352 2855 1307 1818 2299 1942 2066 1734 267 1034 1443 1803 2645 2750 957 296 33 1237 1560 1290 167 1410 1324 1295 3068 2841 363 942 1300 1135 814 1603 2208 2899 1857 2603 669 1343 2351 2326 266 589 2343 1986 1858 1737 515 1812 739 1900 2840 2616 1745 2964 644 2384 924 1331 1656 2807 1031 1735 2956 91 3167 990 954 2811 2406 2887 3210 938 1518 335 1045 3194 1054 1474 505 31 2940 1949 413 750 1677 586 134 2106 329 2190 2823 2018 2827 3239 2004 3158 2269 1043 3159 1537 2091 2370 2980 1098 1536 3013 333 2536 2278 695 2435 2100 2549 3229 3148
4092,1200 551 2569 443 3041 2320 100 2726 3087 2533 2350 2470 501 1714 2946 1357 2719 770 773 2371 988 299 2867 728 204 2212 2922 3130 192 255 1956 1386 767 2022 465 2541 2855 1811 517 3229 2359 380 3209 3022 697 1013 427 2480 2108 1693 2536 457 2831 2783 745 2173 176 1260 654 1302 2514 2940 968 1348 702 945 1465 1741 3148 2435
4093,3181 2537 2328 2472 2956 1546 2464 2873 1868 1193 496 365 275 2312 2022 770 2463 1386 1200 465 1755 1800 3209 1956
4094,1196 1489 2423 1156 2867 918 88 1536 2144 2024 1274 1860 3178 2273 2534 2567 2464 3110 2312 2480 1313 2054 2005 3127 2818 417 663 1956 2783 662 709 3166 2514 3209 2034 1424 2179 299 2116 945 457 3021 2554 2940 1336 1247 2404 3026 3239 1053 550 999 412 1465 2547 3078 2108 1793 1013 849 3171 968 3215 3101
4095,1681 2320 2464 517 1812 1129 1575 987 2196 954 2977 2431 2115 2413 3210 676 319 1154 613 1299 2550 239 1855 1240 335 1964 1203 1755 655 505 2216 394 1117 1088 1954 976 1474 231 2921 1938 358 1006
4096,2777 2470 33 786 232 653 3185 753 1820 406 2710 273 3013 1618 221 1185 2106 767 2904 2455 2403 2339 859 2463 290 3178 1465 2024 830 2549 3142 496 2312 1341 3078 2831 1681 275 1397 1200 1269 2946 3209 2100 865 117 862 1665 457 770 981 1189 2678 1307 749 2940 968 3148 1956 898 505 2039 1034 1793 762 3127 1059 1624 1325 1241 2022 522 702 2547 1405 750 77 2034 465 799 1469 3110 1672 706 3041 3026 2464 1868 84 697 330 661 3241 384 585 2174 283 646 194 3053 2162 2066 1715 2473 1922 2115 1424 2902 2879 1986 1898 1410 1106 803 1348 1351 2964 470 1879 3059 1643 1818 942 1722 2726 2795 982 723 2880 1453 1958 2330 3046 1673 1857 46 2994
4097,2862 2652 3186 333 1845 2389 2547 3068 1292 1241 1410 1956 2171 3022 1817 157 2435 2749 1923 2842 2909 1865 1470 2247 949 1539 3024 1149 1991 98 2237
4098,3156 465 104 2885 2944 952 765 2537 2392 1575 1655 2921 1224 2305 2129 637 2855 1681 719 147 1365 243 588 2862 1837 240 151 2087 2401 439 319 1718 1706 2877 505 2997 167 2178 471 3040 1795 3176 2661 1218 486 2821 84 1765 741 454 2845 2757 593 490 2031 2398 1321 294 1290 331 919 847 571 1614 1430 836 1715 1422 1521 397 2893 1298 485 2573 733 2000 2828 1556 13 264 1594 3116 2384 1012 905 1001 2979 704 228 2113 1656 51 79 2494 450 328 2082 2338 2741 1969 627 231 277 1618 1325 703 361 372 1184 1156 1034 170 2127 1195 443 1324 2444 3206 745 1857 2664 863 1871 1505 2521 837 1031 1858 2685 1130 2173 2350 2115 1349 633 1720 856
4099,2537 1575 2602 2830 2031 2805 3106 92 231 505 2855 1295 2077 719 2940 2312 968 2024 2837 275 1868 637 3040 3031 2392 783 1116 2206 2845 3176 1892 2671 960 1103 622 1206 2997 1812 2525 372 1156 981 629 243 2921 1224 1938 3133 1474 714 2546 1871 1185 1755 1681 865 350 676 2726 904 1684 2174 384 837 1730 3079 1576 1115 2160 2531 3186 3170 332 1321 1958 2771 276 295 2521 2661 53 2981 486 741 3156 3035 1012 2133 1000 1614 1987 443 1166 458 2816 1420 2099 2115 2969 1088 885 1946 856 358 1225 1113 2275 170 370 565 61 447 757 688 2732 1123 264 2172 157 908 1275 1496 1399 1195 2697 3069 455 1054 1724 1752 2298 2551 1896 1298 2900 661 571 1226 498 3018 954 203 3046 2333 1783 2494 2374 1111 2330 1525 1246
4100,2464 1956 465 2652 849 1292 2944 1474 619 1575 393 2546 231 2922 1579 2210 2508 2126 2747 444 2536 663 329 2013 3127 1351 1793 491 3044 1365
4101,362 865 402 3215 1832 2464 2144 2190 1185 412 1586 1053 3178 2549 273 2554 702 1198 1662 432 1196 65 2016 950 3209 3078 1241 1956 2724 2171 587 1539 551 2749 324 938 3058 59 3080 1024 2218 2087 1922 266 1229 2733 2431 2344 1961 1278 238 2958 1453 1790 3230 2163 2181 2838
4102,2024 1693 419 1730 192 2915 1197 770 2126 871 231 3176 1104 1133 812 1405 2662 2210 2710 790 1184 2749 2388 1579 2371 2178 3252 2197 3167 2727 1226 3170 723 1745 3184 2540 3054 2469 3242 162 1577 1832 2322 2129 1960 1240 2557 1467 959
4103,1343 2537 1005 233 1156 841 150 1386 2754 702 230 1465 1956 945 2825 2022 1348 1475 2320 2351 517 2541 1197 2726 521 1818 1722 1060 2616 2435 1045 266 2770 596 241 2121 987 1183 748 2652 1237 3145 2350 501 2081 2171 1046 251 1239 1737 1318 2874 479 1071 168 645 306 2875 3247 1371 2393 1714 2835 1577 2937 2964 2649 1990 1612 288 3091 1748 1643 2799 1736 3039 2111 2413 2211 2710 1575 1474 3241 2176 2305 3209 3078 2602 3022 1241 59 157 551 2749
4104,1156 1835 2508 2885 2537 992 1664 231 1224 99 1686 2178 589 784 987 162 934 2463 417 2726 702 2117 1575 2464 275 1949 1868 1200 2312 1059 1881 1693 662 719 780 2671 2547 117 3040 2845 1407 1469 772 1348 3015 981 267 812 1313 2966 1353 1770 3246 1722 579 294 1754 573 609 402 1321 2006 370 2821 2514 770 3127 457 3109 1424 471 706 1505 2855 2174 1923 2928 277 167 1034 1324 15 2902 1295 1197 2770 2977 3079 170 1614 1237 217 384 2099 1184 1195 1310 2208 545 46 2115 633 486 443 2757 1597 2812 2899 1001 1452 1533 1602 2638 1806 1620 91 1956 465 1386 2022 3209 2320 18 380 1939 296 1737 2055 2441 2875 100 1239 814 1721 1648 1092 799 1030 3258 2754 181 2179 2351 3130 266 2688 2350 1071 1371 2937 720 738 1023 1112 437 1675 1681 2631 1749 240 2695 1455 358 594 1362 498 2651 259 2182 2940 333
4105,1156 1185 165 2320 333 976 384 3199 1575 2791 2537 865 1868 275 2527 719 2117 3040 2971 2070 1353 2178 3031 160 1119 783 415 234 1761 1770 3187 1170 1150 3220 1715
4106,2022 1060 2055 1197 1784 2392 1474 255 2726 1560 945 1956 1722 521 3130 2351 2652 2885 2616 2688 2933 266 2350 2937 3241 251 1046 1737 2714 2875 2649 91 306 2201 1922 1239 865 1185 2382 2117 3078 2320 1222 517 412 3021 1348 1443 663 3142 1693 1505 505 1734 231 3127 706 2706 167 1295 170 2208 2222 471 774 1343 1230 1533 1720 1184 1430 1182 2977 1923
4107,1195 764 653 600 2514 3008 2537 1474 1302 987 91 990 2977 676 938 710 1518 25 2957 2262 3194 505 1006 3142 496 2547 1868 1770 1513 2823 384 2351 1793 2283 1307 2455 2234 1353 945 1143 2940 167 2855 968 2645 471 2661 454 1260 334 485 490 486 2757 2893 1001 1857 1295 3037 1324 1343 575 1156 2706 3200 3241 633
4108,3184 2320 2885 2070 2544 2385 384 1575 3142 505 2795 706 443 372 471 458 19 2455 1195 1365 2174 960 2444 2661 3176 490 2527 2232 741 1808 1455 2537 865 637
4109,2232 812 1156 333 2781 2754 1474 1104 2122 88 871 1825 231 770 171 202 3073 2749 2678 2178 1133 31 2631 1226 122 1832 3170 589 1535 987 2371 162 3241 1745 784 2921 71 3184 2176 1736 1432
4110,1770 2940 1942 1200 3193 1395 1383 2464 3178 1949 1193 1466 702 2039 697 226 3078 1835 1465 1755 1386 3209 783 465 2022 2320 517 2855 2750 3237 957 1811 2299 2885 100 2841 924 2135 1185 1586 1198 1336 290 2527 3176 415 505 975 454 471 2661 294 1614 939 2178 1214 486 1219 1956 1197 2726 1722 2470 2874 2688 1106 2350 2933 2649 868 1239 2714 192 2937 1714 2652 1183 1289 2666 1602 532 2111 2057 1280 1117 2211 2541 987 479 950 1137 2182 405 1868 2537 470 521 1804 1318 288 3241 2875 720 692 14 1371 272 1641 2380 2805 1852 1558 2809 559 98 444 1480 2866 2339 830 3142 655 372 3186 231 1195 588 335 1871 714 706 170 2173 2977 837 384 842 545 2659 856 3035 1915 2142 2174 2879 593 1130 2685 104 164 1119 1412 13 2521 1094 1750 905 2479 571 1680 295 1720 1242 1597 954 1001
4111,2814 480 1119 760 465 2299 2738 1825 2178 770 1405 992 3176 3241 231 99 1184 812 25 2964 2176 221 1326 2996 1231 1648 1696 2928 2925 1682 3258 2940 1465 2222 2537 2108 1363 3229 2463 859 1200 2030 1013 1657 1023 2845 1749 2541 609 2441 1715 3181 1031 2022 2885 1195 2937 2351 1386 2757 1071 2652 1861 1268 259 2411 682 2236 2966 2831 697 117 485 1236 611 863 3210 2702 333 3032 2549 2039 2084 432 365 3148 1826 756 3086 2359 2547 968 2497 291 584 3215 607 2754 1956 1348 2770 181 2179 748 945 2347 1197 2343 521 470 3130 3059 1818 2875
4112,333 3068 3084 2022 624 166 2464 2403 871 1949 3178 2673 2772 1586 2005 65 2024 2940 1336 1465 1198 3026 1078 427 412 3078 859 3021 322 1865 702 1835 1053 2435 2837 951 1072 968 2622 3032 3114 2854 2092 291 275 837 2536 3101 2312 1820 2149 1013 1059 2107 1793 1677 1870 2190 2783 2574 1023 1167 770 1616 2013 639 3071 1185 2845 663 865 2351 749 945 457 1092 2814 1341 3013 2377 3030 2007 3037 2527 1860 483 462 2455 2572 259 1134 465 2120 2602 1386 60 2857 767 697 706 1530 2444
4113,2312 1259 683 1969 490 1002 1681 1455 719 698 588 2862 3044 644 840 147 1365 2087 1544 280 2070 770 2126 3209 783 255 1200 517 2320 3129 2398 2541 1102 1800 2616 1770 2750 3236 2885 748 3237 814 2470 1133 1983 491 2855 1575 231 1307 457 663 505 3026 1197 1466 15 1424 2007 1673 1167 1868 2022
4114,736 2885 465 2108 1923 231 2392 1575 393 2773 2039 77 750 240 227 1662 1429 1616 1605 1459 2324 1417 1348 1134 1127 1987 3187 1917 812 2091 358 477 2857 2570 2832 1716 221 2854 55 1092 2515 1051 3256 3258 2928 2816 2228 2464 1949 2940 2149 3013 333 1868 3248 2312 2024 1405 275 968 865 2814 1397 2818 2455 494 662 1860 1023 1793 2206 1262 2007 2030 1693 1469 1108 1734 719 678 345 780 273 2527 1637 3139 117 945 898 323 2022 2823 1274 1341 489 134 3231 3127 573 1407 1619 2031 2299 862 579 1353 446 2997 2004 3174 3094 1235 1456 2738 164 989 1959 1135 600 1116 1409 3244 3199 1664 1075 1293 3030 1715 1000 2178 2351 639 3032 3178 2549 2403 3078 518 1222 1756 2084 1784 1351 2117 3021 2724 698 1956 2531 2645 2785 587 517 2541 59
4115,2885 1763 1767 551 1407 2351 2652 1386 422 2127 1942 14 1495 2258 957 2757 45 1071 3084 3209 1956 1241 2171 938 59 1470 2878 3080 2218 2602 942 1817 362 1539 2037 1572 1305 2406 2450 1758 926 28 431 2181 464 2163 2721 1129 435 1276 3083 1032 2344 1400 577 966 2800 3039 809 1406 2365 2756 2001 2270 911 3119 2550 3150 1554 1718 1389 1299 880 1952 2279 2955 1169 1359 2261 130 2429 983 2505 697 259 2611 2173 84 845 2088 1194 745 1020 331 1430 485 2542 3210 545 173 468 307 589 2979 1922 2119 1656 197 2011 2262 4 1877 1755 2855 2527 505 2031 2940 3040 2257 1985 294 2845 1260 1657 993 2747 1614 454 585 1496 1219 1125 1185 702 255 1197 2179 2022 2726 1348 2541 1060 2320 1741 517 2782 3241 748 465 2750 3229 2841 1875 814 2470 3032 812 2555 2956
4116,760 1185 2941 825 1156 2704 2312 2956 1832 1505 2469 1789 2828 2922 1060 763 269 1133 1577 476 2508 2825 2126 2747 3129 1396
4117,2602 1812 1195 2470 895 1015 2464 1200 2441 2022 1386 2320 1443 2726 1128 1784 2885 1956 2198 783 2616 1800 380 2750 814 2384 1737 2652 1371 2995 2855 1575 1197 231 1307 706 1034 2455 384 770 505 2299 167 2706 117 1871 2997 865 1681 1474 1185 2631 1002 2431 2164 1224 1325 2306 1317 2297 2193 335 2930 2957 1755 1203 825 2113 394 358 1088 1857 2127 2351 214 1942
4118,3184 2351 2464 1936 3041 1193 1868 697 1455 2537 1203 2024 1200 2547 719 865 2497 2005 954 2977 2431 2811
4119,1185 1544 2115 2885 48 1651 2464 1121 1193 380 3209 2855 2022 255 517 1784 1443 2726 3237 166 2616 1818 2472 1290 811 644 1268 2055 1941 3049 346 296 1737
4120,2703 2510 1197 2100 1422 490 278 918 343 2144 861 1505 2464 1160 898 88 2403 3178 412 3248 1536 1778 1616 1465 333 1336 1985 1835 3026 2547 1072 1198 662 2241 1013 1880 2377 3193 1677 2622 1693 859 3032 2617 2536 2711 496 1660 427 750 1459 584 2221 1575 2233 18 753 2013 3142 1185 2904 85 1605 457 2549 1284 1104 1956 756 695 989 770 63 2938 2005 2823 968 465 259 1372 2034 783 795 2537 639 2046 1868 1466 2783 226 2174 2047 1793 1112 2463 505 2222 1136 417 2312 2179 999 2497 2543 2007 1569 1417 3239 1989 2278 3148 2031 338 1237 3209 1262 329 430 1825 2022 3174 749
4121,34 1242 2031 2855 610 695 770 1637 1505 2946 2434 773 1357 560 299 988 3103 2922 1297 1245 3130 848 2120 2371 1274 728 2052 165 2168 2478 1117 1386 2464 3229 465 1133 2231 767 1200 2463 2022 1755 1160 2541 1956 380 1784 18 975 517 2750 1443 2320 3073 1360 1102 1770 2012 521 1268 1800 2726 2710 609 1567 1290 2339 505 706 2455 231 1575 471 1195 155 3035 1370 2785 3104 1827 2441 44 1203 1868 204 2867 2196 2385 987 954 692 3167 2811 1002 1896 2362 2631 119 1432 1154 938 2306 1269 1336 2930 1797 673
4122,541 2031 1662 385 1218 1241 730 976 3019 1405 1696 1474 231 2898 3176 2662 99 31 589 930 2178 1479 565 2136 2710 3073 882 3167 1226 25 1971 76 959 2751 1355 2435 1372 3183 85 1923 3078 2724 2797 938 2112 1922 1956 2749 2850 2315 633 2703 1358 2980 1410 2602 547 2171 157 2572 59 2778 2139 1470 324 1790 2558 266
4123,3041 1812 1316 1388 465 1193 2805 1861 163 1268 275 719 637 2946 1648 1868 1185 2466 1200 1575 865 2845 3031 1544 828
4124,242 2024 2647 1197 488 2814 954 856 692 2115 1002 2431 2977 1975 119 2306 319 676 1299 1327 1317 25 1895 1964 825 2262 505 1088 629 2841 1770 3237 637 1200 2320 384 3031 2971 1435 402 3156 3092 2946 100 2974 1567 706 3030 1784
4125,2464 865 1871 714 1424 1474 1575 976 2652 1307 3013 1193 291 1949 697 1167 2547 226 1059 968 1826 1003 1112 2845 275 2455 446 1347 1407 1615 3171 1693 117
4126,1197 151 2031 954 2388 1268 1008 2805 2128 2809 637 483 1799 1954 2426 2966 3186 2755 1185 3178 2039 77 812 1127 1336 358 3238 180 1917 1987 840 3145
4127,2537 1752 1861 1135 865 1575 1092 1721 1030 904 410 3258 221 1648 1993 3106 516 2873 2463 1059 981 1455 795 299 1868 968 3127 3101 975 1791
4128,1386 1853 2812 2885 1197 1664 1474 1184 1971 1224 2371 589 1432 1975 2149 226 2115 231 496 1147 719 2921 741 3103 835 1076 491 1455 637 84 2179 855 774 1348 412 20 979 1318 2652 117 443
4129,988 96 3059 538 1051 2932 1268 1547 1941 2022 702 2541 1386 945 2726 1197 3087 2885 1741 596 517 2470 1818 1722 3241 168 2754 2320 2351 1560 761 2081 2616 470 942 3145 2236 1498 987 2201 803 748 1106 2850 2350 3130 2875 14 1239 1071 2964 2343 2135 1046 1371 1237 868 479 2652 2393 1922 2880 272 2937 1612 926 3247 558 2866 2649 532 1990 2728 2825 1289 2111 3091 1465 2464 1455 865 719 496 231 1575 1474 976 2921 2176 2546 1240 1432 3142 3178 465 1185 1949 1956 767 1307 275 2463 1013 412 1397 1200 1034 2940 3032 1336 968 2359 584 1348
4130,417 490 926 3074 1102 2568 2537 898 2940 517 702 719 1880 1386 1092 2022 968 1956 1410 1567 2066 1505 457 2171 275 1871 770 3182 945 2939 277 2320 470 1474 147 59 868 756 100 1475 2661 1034 1060 942 2039 521 471 706 2126 2726 3037 2483 1414 783 1470 2208 2719 402 1222 779 1812 1013 3231 2035 2463 176 2616 2514 2012 3129 2602 1784 1722 1195 3023 3022 1465 1197 2541 3241 2435 748 1348 1818 2885 2825 2470 3059 2350 3145 3130 1239 2351 1737 870 2714 803 3233 1046 1714 272 3039 2652 2649 532 1643 1922 2428 1122 1879 2216 2963 1117 1289 523 1089 663 1279 3209 654 2198 2750 617 3035 18 501 1365 1423 1533 3044 439 510 644 465 1290 346 2841 115 865 1443 454 2645 1605 497
4131,1001 515 1746 2312 954 676 2297 1336 1895 25 3194 1755 505 1975 938 1392 175 993 2464 1949 1167 275 496 1386 465 865 697 2537 2463 483 770 333 1185 862 3139 226 2783 277 417 2602 1793 783 3229 2845 446 1352 663 1749 3209 384 3041 1260 1348 2064 1469 573 1657 2476 1825 2206 2724 1241 2233 2179 1218 678 3015 1407 2527 709 3030 1134 2326 117 1034 1754 485 1417 1826 981 3101 2749 1309 2088 2894 1575 1187 1023 2319 2108 1786 3178 2940 1193 780 1397 968 639 42 2547 3032 2814 2178 2465 1938 1568 1573 2839 2942 1744 2425 994 2089 461 1161 1681
4132,2022 486 2470 3202 2312 733 3181 221 2338 702 384 3032 1922 1754 1521 2627 2726 1990 2346 2674 1628 719 220 1046 1513 1092 2515 1051 2136 1193 1386 465 1755 1200 2464 18 783 3209 1443 1956 3236 2012 2541 2320 380 25 44 2259 1269 706 2339 1324 259 654 2538 942 2841 655 2351 697 275 1185 3127 1455 663 2466 1793 698 1351 2068 234 2514 494 621 1734 3041 1405 2007 176 117 2222 2928 1235 1868 2940 1023 2377 865 496 1860 1397 756 1187 968 333 2024 2814 2537 1857 596 1942 2757 1145 1402 2652 956 1071 959 412 2549 3178 1923 3078 1241 2724 2749 2878 1024 938 551 589 633 362 59 1991 2237 135 485 1479 1260 745 1302 307 2039 1348 1203 750 1134 736 3176 3040 2845 473 579 1456 2645 2206 1557 1197 1465 2179 2770 2754 945 517 521 2343 1722 2850 3059 1106 2885 2616 987 2350 100 2274 3233 2533 1239
4133,122 465 958 308 479 1474 1575 2474 2921 1224 155 2652 1006 2594 3021 2547 2537 3142 226 1868 505 2971 706 471 2320 1770 637 981 1195 243 2661 1881 2538 741 490 2726 115 3059 2966 454 1056 2875 362 1871 1001 346 1533 2688 665 655 294 335 2350 842 1226 1795 1496 571 714 1614 170 1828 1761 2812 868 2937 1853 751 609 1386 2022 2885 521 1307 2541 1197 1443 1034 938 2750 1857 59 1295 1812 361 1942 2081 987 814 214 2913 2636 2258 2807 2384 1305 232 2393 45 1656 1736 272 628 2255 1467 165 1396 954 856 2977 2718 964 2000 2498 2786 1200 1508 242 919 307 2825 2616 2830 1020 776 2217 1268 2182 734 1861
4134,25 3053 2749 865 1414 3178 1716 336 1051 1030 2114 1231 1648 1487 2928 955 3258 1505 1734 3041 1185 702 968 2855 2178 2024 2382 117 259 2173 845 485 1020 1386 465 2464 1455 275 1193 663 719 2232 18 2013 491 840 1737 588 2932 3044 2395 644 147 501 2862 3032 333 2039 830 3078 1681 1784 1348 2466 1429 2541 2645 2320 2953 2117 1443 454 1088 783 2441 1770 3049 1695 2551 2986 280 2055 2472 100 1239 2398 3257
4135,1298 2944 1812 3229 1386 1575 954 231 2977 2431 1002 1325 1861 1224 1240 25 714 1006 505 31 3142 358 1195 1200 471 13 167 2855 2066 2319 2464 2128 838 2350 2470 2652 1770 2537 2966 2845 2295 2937 2568 2339 845 706 2173 2538 1339 1529 1020 2262 1963 718 2726 1185 1196 2757 2351 1857 1942 2805 1268 2474 976 444 2182 897
4136,1197 471 3241 2351 2514 98 522 1575 505 3176 2527 2178 2282 486 2969 334 1496 2685 2465 3151 2455 1243 1567 2966 290 783 1502 678 2607 164 621 1407 2575 167 473 46 1405 3139 1116 1227 2664 1923 2643 2435 3078 1372 2724 547 2878 2602 2749 938 3209 1241 2703 2139 2023 1956 551 2909 818 2569 2591 2112 707 2797 2270 1742 492 2850 926 121 786 3183 2980 1883 59 2546 2778 362 2892 412 282 2463 3229 3129 2464 1193 770 1386 2726 1357 18 1078 380 31 465 1800 2537 2608 1465 1160 1363 21 716 2940 1023 859 753 2108 1715 1579 2441 2490 2845 1200 2738 2030 1754 2022 417 2012 1829 2278 2885 2536 663 698 2434 1245 695 1043 2719 2922 2946 2371 2120 2212 728 773 988 3103 848 2060 204 1120 1297 192 2867 696 2320 992 871 3174 719 865 1203 762 2574 2997 1624 1812 1135 1235 1343
4137,1746 333 1715 1441 1386 2576 939 3018 3137 1507 1575 2956 1921 2527 2206 3176 51 1195 2661 2979 349 847
4138,2022 2688 1343 1437 2866 2964 1575 231 976 3241 2546 1766 2652 441 1655 1240 1224 2631 1975 1432 2834 2129 1307 457 3182 2514 277 1923 1197 1034 1673 2921 2066 471 1325 117 1324 15 167 505 608 2928 3037 938 3041 3206 2664 1857 774 46 296 443 1085 3087 648 1730 939 847 1290 1942 2638 444 3063 248 350 3142 2977 706 2174 2755 837 1346 334 842 2444 2795 2173 655 2115 3079 1130 1871 545 714 1891 372 295 19 0 3035 1614 170 3156 458 1533 2099 2075 1115 571 2521 346 401 335 1853 1917 919 615 856 704 2879 99 1806 1094 2330 13 912 1896 1520 1349 588 613 1514 2142 2627 2113 96 2350 1298 2307 239 3077 1797
4139,868 2351 333 1770 2470 1861 150 2805 2128 1575 2100 1868 417 1455 1307 1352 1734 968 976 2392 275 719
4140,2617 497 719 2795 2464 2579 2940 918 1949 1193 1575 2312 767 21 632 1870 2547 1907 1793 2005 1439 42 333 898 2379 291 2024 697 3013 1274 3078 85 2572 2724 1539 2703
4141,1388 1386 1812 2460 3041 834 2981 1789 476 1868 384 1455 275 1648 1200 719 370 1474 2117 1784 3031 706 2971 1195 1752 2791 988 471 1958 1435 1113 1544 3220 3103 1125 332
4142,465 230 1197 2069 521 2149 1359 1845 1567 1239 1922 532 115 1147 1864 454 255 1060 2463 2472 380 1770 2726 783 3229 1956 1443 1818
4143,3041 908 116 3 1594 2979 91 2431 1002 2115 3210 2089 2866 1224 938 1154 613 1299 836 825 1054 2113 2129 751 1474 3150 394 2970 2464 1193 662 2706
4144,2770 1218 524 1429 490 2117 231 1474 1575 3241 2652 1224 1432 2339 2831 1307 2514 457 505 830 2455 1923 2034 1424 1835 1189 1034 1673 2222 2706 1197 1295 663 299 1158 1407 3037 2115 3109 2006 2795 1115 372 1922 1942 1505 2977 1300 1376 2902 162 1829 1791 1272 842 443 363 2899 2508 1130 1533 1874 334 1765 1290 1046 1119 1871 1031 1237 277 2350 910 2812 296 1858 2757
4145,1185 2885 1106 501 3177 124 2602 2312 231 1575 2351 1197 517 2393 1046 505 1193 697 3248 2940 2514 2831 2536 1465 1505 770 1868 662 865 2013 226 968 1835 584 2814 859 494 663 2034 2222 457 947 2706 1923 277 1860 1424 2281 1829 1791 2781 2770 3190 217 209 2127 606 1960 1922 2759 3174 2273 1134 2464 18 945 380 3110 299 3246 1959 3015 3127 3225 1413 1277 3141 2493 1787 31 3209 1498 796 1386 969 3194 1643 3247 526 2787 183 1875 3178 2979 1307 296 2855 2066 2664 938 1034 167 1295 361 1857 1324 1156 2208 1931 1031 1770 1013 1023 2537 2022 2012
4146,1781 1386 965 775 2031 1184 1975 1474 3195 2428 2726 2320 465 2855 1770 2022 870 2750 1443 2885 1956 2541 1102 1567 783 644 521 2616 1784 2035 3209 115 1818 609 2012 454 1071 1348 702 1197 2470 748 517 100 3148 1358 241 868 987 1106 2350 251 1046 2081 803 2714 1498 2652 1722 1714 1737 266 1494 2850 3059 596 2649
4147,1019 2537 1199 2979 1020 1575 84 2333 842 1849 830 231 1197 938 471 1295 706 2921 1156 2129 1355 1868 2312 1200 2339 698 3142 2726 122 2474 2193 2855 1496 2174 585 2661 1195 294 486 1947 1474 2320 147 3170 3035 1784 2555 2295 115 384 443 2173 655 3186 2977 2902 170 1871 3079 164 1904 648 856 3241 3165 1272 1130 2350 2638 2958 1680 1001 1533 1720 2551 2470 2055 497 1239 2986 868 2696 1010 2428 1973 1254 2933 229
4148,3084 457 2464 525 490 1396 1226 231 1474 2749 976 812 2921 99 539 589 2662 987 1736 1006 1242 3184 1844 1975 959 505 749 2031 471 2685 1125 2194 2661 1755 2206 2645 821 1795 331 2828 1195 939 2747 1947 2232 2149 1260 334 2845 1849 1576 1656 294 2757 1521 397 489 2979 2133 13 1001 565 571 2531 1720 585 919 1236 1268 2855 2474 1185 1681 1259 422 2127 1857 2351 3090 1942 924 45 1533
4149,1127 2031 1340 217 2024 2956 1505 2201 273 1313 1579 2922 1577 2719 1133 2126 2747 3129 103 2144 1198 1889 1336 412 2841 2339 578 830 2514 2221 2536 2575 2222 457 1677 117 663 1673 2622 1324 1860 1734 2855 1424 384 770 2172 2034 2831 15 1197 2664 1616 1923 3109 1417 402 2706 2006 2928 1009 1730 363 277 1237 296 33 1376 1917 3206 837 938 46 1597 1283 1456 88
4150,2940 490 1195 2498 12 1386 1520 1770 2976 2133 783 1200 2320 100 2726 1567 115 1088 454 2883 2470 2937 2350 1991 2176 1239 2551 346 48 2652 3064 2986 423 1864 2649 1714 964 1651 2958 2428 3059 3178 518 702 1336 329 2841 1465 2022 1023 3229 2030 2537 417 2885 2031 2012 2541 3181 2650 1800 3066 445 2656 414 1268 1861 1941 1309 2908 2568 2173 655 1020 2977 512 2855 2597 117 1295 167 3037 1197 1034 949 1324 2066 1405 2208 1857 2351 14 596 1942 957 2127 1533 1602 2962 21 2783 2463 1749 1112 1754 2398 1657
4151,760 703 465 1060 865 2678 770 2749 918 231 1880 3073 2226 2126 361 2475 992 3129 1336 1405 99 812 1660 1745 1971 1689 162 1577 2322 3219 589 2108 3106 3241 1575 1104 517 3176 750 1184 329 1736 1648 1092 2928 1030 3256 2515 702 3178 1198 412 1185 1196 2841 518 2464 1455 275 719 663 1681 473 698 814 656 1793 491 1351 1125 811 1365 1685 147 385 1737 229 1292 2484 1718 34 2514 1677 3026 2855 1673 1734 88 2034 1693 117 471 1325 2455 181 2221 1835 3207 1424 1324 3182 3139 2795 1536 1614 1034 1417 2664 1407 167 714 757 1197 1304 3037 1156 2415 1456 176 837 655 3071 2174 2066 1857 2208 296 3206 277 299 2444 401 46 1376 2899 1858 1505
